,vx,vy,heading,x,y,ax,ay
304,10.877774,-8.110206e-10,-1.000000000000003,1208.4652,179.46602,0.1999476,-0.0015906449
305,11.517612,-0.10051267,-0.5000000000000016,1219.9828,179.36551,0.49295688,-0.0703046
306,12.156476,-0.21219207,0.0,1232.1393,179.15332,0.4993539,-0.08131632
307,12.236326,-0.21358585,0.0,1244.3756,178.93973,0.21960306,-0.028965183
308,12.3161745,-0.21497962,0.0,1256.6918,178.72475,0.079849005,-0.0013937689
309,12.396024,-0.21637338,0.0,1269.0878,178.50838,0.07984877,-0.0013937652
310,12.475872,-0.21776715,0.0,1281.5636,178.2906,0.060361624,0.053396463
311,12.477773,-1.893703e-09,-0.9999999999999957,1294.0414,178.2906,0.020437479,0.16297692
312,12.475873,0.21776715,-1.9999999999999918,1306.5172,178.50838,0.02001977,0.13628334
313,12.557851,0.10959905,-1.5000380800773718,1319.0751,178.61798,0.060772657,-0.027042026
314,12.6388855,-2.5756695e-09,-0.9999999999999957,1331.714,178.61798,0.081029415,-0.109592825
315,12.718956,-0.1110051,-0.49996191992261974,1344.433,178.50697,0.08006668,-0.11099872
316,12.798047,-0.22339073,0.0,1357.2311,178.28358,0.0192914,-0.08324114
317,12.63696,-0.22057894,0.0,1369.868,178.063,-0.10104275,-0.025987566
318,12.475872,-0.21776715,0.0,1382.3439,177.84523,-0.120815754,0.0021088421
319,12.475872,-0.21776715,0.0,1394.8197,177.62746,-0.040271997,0.0007029474
320,12.475872,-0.21776715,0.0,1407.2955,177.40968,0.0,0.0
321,12.475872,-0.21776715,0.0,1419.7714,177.19191,0.07970166,-0.020008072
322,12.794679,-0.29779944,0.3333333333333333,1432.566,176.8941,0.23897481,-0.060953356
323,13.112965,-0.3815483,0.6666666666666669,1445.679,176.51256,0.31827784,-0.08374799
324,13.430697,-0.46901026,1.0,1459.1096,176.04355,0.23906326,-0.045132175
325,13.433199,-0.39086616,0.666666666666667,1472.5428,175.65268,0.081195354,0.0367459
326,13.435245,-0.3127088,0.33333333333333337,1485.9781,175.33997,0.0020463467,0.078156695
327,13.436837,-0.23454085,0.0,1499.415,175.10542,-0.051924706,0.059552487
328,13.223907,-0.23082416,0.0,1512.6389,174.8746,-0.15929937,0.022329513
329,13.010977,-0.22710744,0.0,1525.6499,174.64749,-0.2129302,0.003716711
330,12.798047,-0.22339073,0.0,1538.448,174.4241,-0.13308144,0.0023229495
331,12.904511,-0.22524907,0.0,1551.3525,174.19885,0.026616096,-0.00046458468
332,13.010977,-0.22710744,0.0,1564.3635,173.97174,0.10646486,-0.0018583536
333,13.117441,-0.22896577,0.0,1577.481,173.74277,0.10674453,0.017375696
